"AD","ED","County","EDAD Status","Event","Party/Independent Body","Office/Position Title","District Key","VoteFor","Unit Name","Tally"
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",13
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",26
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",37
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",12
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",104
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",12
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",26
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",19
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",16
"87","053","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",27
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",134
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",6
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",25
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",9
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",30
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",20
"87","054","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",57
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",148
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",14
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",20
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",34
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",25
"87","055","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",58
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",128
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",7
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",2
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",10
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",14
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",29
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",32
"87","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",47
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",164
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",26
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",17
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",31
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",25
"87","057","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",65
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",120
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",12
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",8
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",36
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",22
"87","058","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",46
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",93
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",8
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",11
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",28
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",18
"87","059","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",29
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",179
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",32
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",18
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",47
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",29
"87","060","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",52
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",135
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",6
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",26
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",19
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",32
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",9
"87","061","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",54
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",80
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",17
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",13
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",18
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",9
"87","062","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",25
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",3
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",0
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",0
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",3
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",0
"87","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",1
"87","064","Bronx","COMBINED INTO 063/87","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",0
"87","064","Bronx","COMBINED INTO 063/87","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","064","Bronx","COMBINED INTO 063/87","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","064","Bronx","COMBINED INTO 063/87","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",44
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",3
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",9
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",10
"87","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",15
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",91
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",2
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",4
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",15
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",15
"87","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",52
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",60
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",11
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",12
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",10
"87","067","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",31
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",86
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",22
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",19
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",11
"87","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",32
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",82
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",6
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",13
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",24
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",3
"87","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",42
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",53
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",4
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",15
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",10
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",0
"87","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",30
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",46
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",9
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",5
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",6
"87","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",24
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",42
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",11
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",8
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",4
"87","072","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",17
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",27
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",12
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",2
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",1
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",4
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"87","073","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",31
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",94
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",2
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",22
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",26
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",3
"87","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",74
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",2
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",14
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",17
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"87","075","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",39
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",56
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",2
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",17
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",10
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",2
"87","076","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",25
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",95
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",26
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",22
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",3
"87","077","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",39
"87","078","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",109
"87","078","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","078","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
