"AD","ED","County","EDAD Status","Event","Party/Independent Body","Office/Position Title","District Key","VoteFor","Unit Name","Tally"
"85","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",7
"85","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",12
"85","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",28
"85","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",18
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",108
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",2
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",17
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",8
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",14
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",26
"85","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",106
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",4
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",10
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",17
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",23
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",19
"85","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",35
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",10
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",0
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",1
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",4
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"85","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",4
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",83
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",12
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",5
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",16
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",5
"85","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",44
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",147
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",2
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",11
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",5
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",33
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",17
"85","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",80
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",87
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",7
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",6
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",24
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",11
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"85","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Scattered",1
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",42
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",7
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",5
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"85","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",29
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",98
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",6
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",13
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",9
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",18
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",20
"85","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",54
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",4
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",3
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"85","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",37
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",49
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",2
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",9
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",7
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",5
"85","056","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",24
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",66
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",11
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",13
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"85","063","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",41
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",73
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",7
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",6
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",3
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",56
"85","064","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Scattered",1
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",97
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",18
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",14
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",5
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",55
"85","065","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Scattered",1
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",49
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",5
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",4
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",2
"85","066","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",36
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",161
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",14
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",21
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",23
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",14
"85","068","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",87
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",93
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",9
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",18
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",17
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",17
"85","069","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",30
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",66
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",8
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",9
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",3
"85","070","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",43
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",0
"85","071","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",0
"85","074","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",0
"85","075","Bronx","COMBINED INTO 074/85","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",0
"85","075","Bronx","COMBINED INTO 074/85","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","075","Bronx","COMBINED INTO 074/85","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","075","Bronx","COMBINED INTO 074/85","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",43
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",2
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",6
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",1
"85","080","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",31
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",53
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",6
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",7
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",13
"85","083","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",25
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",76
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",9
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",11
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",11
"85","084","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",42
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",69
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",6
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",16
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",16
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",14
"87","022","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",18
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",45
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",11
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",13
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",6
"87","023","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",11
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",53
