ElectDist,african21p,afam21p,fb21wafp,fb21nafp
26006,0.0,0.286462857231928,0.0,0.181317505665807
26007,0.0,0.466398989574068,0.0,1.4649416628360228
26008,0.0,0.21883907324843904,0.0,0.0013641721646362802
26009,0.0,0.02097700327890227,0.0,0.008485115949335905
26010,0.0,0.23720581143152242,0.0,7.415597111186683e-08
26011,0.0,0.26133336862374823,0.0,0.0
26012,0.0,0.11976154295402115,0.0,0.0074830062674401225
26013,0.0,0.0,0.0,0.0
26014,0.0,0.0,0.0,0.037118490390513896
26015,0.0,0.0,0.0,0.023604220440310818
26016,0.0,0.0006870909961971908,0.0,0.043220059250906315
26017,0.0,0.0,0.0,0.0435882621371801
26018,0.0,0.0,0.0,0.08101069158123386
26019,0.0,0.08549114008975282,0.0,0.0030349108191074846
26020,0.06414129769891724,0.5033484946793954,0.0,0.057014486843481975
26021,0.0,0.1717081427539702,0.0,0.17923906007645418
26022,0.045648747144785146,0.49150605481051407,0.0,0.3037581676454526
26023,0.0,0.22321515965906386,0.0,0.3055663836109515
26024,0.0,0.1520554924089605,0.0,0.2081536352394508
26025,7.716701964138998e-10,0.3221749084384668,0.0,0.44103554803100997
26026,0.0047648909564753225,0.3179000138627883,0.0,0.39665831701520593
26027,0.13156492399521721,0.8225414893119154,0.0,0.1569165012789606
26028,0.0,1.560931512285521,0.0,0.019244952283900465
26029,0.0,-0.10435260866067027,0.0,7.27150755181946e-10
26031,0.0,0.14472822885255557,0.0,0.0
26033,0.0,0.49094865908130136,0.0,0.05175148922798581
26034,0.0,0.3736598229632205,0.0,0.004505131783909017
26035,0.0,0.8430011308372919,0.0,0.0
26036,0.0,-0.027537542723267548,0.0,0.0
26037,0.0,0.3264585932079498,0.0,0.0
26038,0.0,0.03261177449441347,0.0,0.0
26039,0.0,0.25480338686155185,0.0,0.0
26040,0.0,0.02332550569343716,0.0,1.212897412447702e-08
26041,0.0,0.1398097797734856,0.0,0.049932064204815996
26042,0.0,0.18798399797362,0.0,0.0
26043,0.0,0.41354533205641075,0.0,0.0
26044,0.0,0.0,0.0,0.0
26045,0.0,0.36920844555603377,0.06426069509469538,0.02965878235139787
26046,0.0,0.26827048979239565,0.045019856243591345,0.020778395189349853
26047,0.0,0.014936877595775316,0.0,0.0
26048,0.0,0.039260341816447275,0.0,0.0
26049,0.0,0.03017241457638468,0.0,0.0
26050,0.0,0.9001302183661904,0.0,0.31575336289793376
26051,5.8236805532191715e-09,1.320479526316915,0.0,0.25356700598144893
26052,2.2493392146257167e-08,1.7408498450264822,0.0,0.26112745135305965
26053,0.0,2.5353368664715634,0.0,0.005314861262240875
26054,0.0,0.3834454709583666,0.0,0.10453306260656138
26055,0.0,0.4922144808678306,0.0,0.0
26056,0.0,0.22321806819468326,0.0,0.0
26057,0.0,0.3397969123996464,0.0,0.0
26058,0.0,0.2036905232645107,2.1041977981085857e-10,0.0
26059,0.0,0.08464907164240816,7.261106150227732e-11,2.9402502036118228e-08
26060,0.0,6.541995536933778e-09,0.0,0.09532576622730675
26061,0.000772778996902515,0.7033108044435987,0.0,3.7394421781789995
26062,3.960541735535277e-11,0.1447285219101333,0.01116989923079051,0.5971126882299366
26063,0.0,0.053173335383444736,0.018127441094720937,0.0
26064,0.006280672149336487,0.006908748032426107,3.4794253221278694e-11,0.0
26065,0.20506588696511355,0.2255724756616249,0.0,0.0
26066,0.07107651844260929,0.05190647344086876,0.03744906649805026,0.014172633140658933
26067,0.07581619777996407,0.25272067165590323,0.0,0.21481257725023262
26068,0.08997592626107066,0.2826360196518728,0.017283737728521133,0.2549317891559841
26069,0.0,0.6962525498796628,0.0,0.013789217266432357
26070,0.039658002910769756,7.129294321590464,0.002717420562393833,0.14922921976738968
26071,0.0,0.00034809177777646565,0.0,0.0
26072,0.0,1.8616639486726778,1.8545631800365632e-11,2.060625755596178e-12
26073,0.0,0.00018965352883861634,2.1508196051693157e-10,2.389799561299236e-11
26074,0.0,0.17778869969610894,0.14546347089845876,0.016162607877606504
26075,0.0,-1.9223545711737031,0.07141874938644523,3.402713274782455e-10
26076,0.0,-1.352109373894884,0.05023316559361797,0.0
26078,0.0,0.0395669661303784,0.0,0.0
26079,0.0,0.0,0.0,0.17655404411001413
26080,0.0,1.3519214266293957,0.0,0.11436001199190735
26081,1.8729508924680826e-09,0.08418421363845405,0.0,5.306694195326235e-09
26082,0.11265883642458127,0.916038183365155,0.0,0.01667607291153927
26083,0.0,0.3385186868312313,0.0,0.2001228600896466
26084,0.0,0.0,0.0,0.0
26085,3.373851323631388e-11,0.14502472510762404,0.0,0.08325375520581561
27001,0.0,1.7023643189341133,0.1731103792409943,6.7592542836485835e-09
27002,0.03575724063500333,1.3957310852489102,0.056189953096823786,0.026825404394519747
27003,0.0,0.8341437010525193,0.10142193883765123,0.0
27004,0.0,0.9358856843170749,0.11379255218743589,0.0
27005,0.0,0.425264163076955,7.61498611438319e-09,1.0309431579884134
27007,0.0849943911414335,1.7462483998149672,3.021960012995489e-15,0.3708846158898917
27009,0.08764875775876593,1.8663198788020874,0.12553948640797216,5.060356342387692
27010,0.0,0.9028879735479711,0.9050377068183234,0.0
27011,0.0635890962662654,2.4283698862978,1.8235501788305988,0.0362550888665661
27012,0.04800711890474834,1.6853025572378244,0.10612100008096356,0.0
27014,0.2577006571545641,1.877463381624108,0.23321412021330312,0.16706850733692288
27016,0.647698327065904,5.019625985869244,0.6002732811125217,0.41289469235623044
27018,7.291216319843217e-09,7.090653025936927e-08,9.201577453866853e-09,1.0531756906440205e-08
27019,0.029193483193986364,0.7103566569000455,0.029193483193986364,0.1754909537665404
27020,9.708222557865609e-10,0.8081411159505935,9.708222557865609e-10,0.2958373699916415
27022,4.481642398014931e-09,3.6723282826282997,4.481642398014931e-09,0.39131368260958455
27023,0.0,0.0,0.0,0.0
27025,0.0,0.3254379059167617,0.0,0.002546063312182837
27026,0.0,1.7246892828915923,4.76697938588542e-10,0.4052349857964025
27027,0.0,0.2818095127163593,0.010145135386226826,0.03945335616754328
27028,0.0,3.9259915588625676,0.5016770044168867,0.35090773223113153
27029,0.0,6.147798415000099,1.148532084846526,0.33205296054030914
27030,0.0,1.160089425012341,0.24706102041055425,0.04849103363879317
27031,0.0,1.5933016089694636,0.31820572681972986,0.10228041077119918
27032,0.06720306599188995,1.334461139421977,2.382989859566171e-09,0.0
27033,0.011155727156411211,0.0818089409414814,0.032227630026979384,0.0
27034,0.025351711419711275,4.985609793406172,0.41204489710112047,0.11295691830395997
27035,0.0,5.609554868897162,0.2505835555528464,4.931608277684261e-08
27036,0.0,2.105318615653069,3.6227809513780714e-09,0.5561218770519001
27037,0.0,2.6600865435849856,0.0,0.0
27038,0.0,1.9877898712546214,0.0,0.0
27039,0.0,2.6764735590794304,0.0448370231174078,0.0
27040,0.0,2.1536303641153443,0.04732082042350169,0.0
27041,0.0,2.391245611037058,0.10681896524434442,2.2438564921168346e-09
27042,0.0,1.5931917436960428,0.012309835732127503,0.37839094324182737
27043,0.0,0.22701347306398792,0.008172485030303564,0.03178188622895831
27044,0.0,0.37603029032222157,0.012595165908769598,0.04898120075632623
27046,0.0515634965620226,1.7684976504559162,0.0515634965620226,0.10312699396573805
27047,1.1141524495054933e-09,1.0596025041004615,1.1141524495054933e-09,2.2283048990109875e-09
27048,0.0,0.5080677425167677,0.0,0.06004559247169777
27049,0.0,0.0761090228750641,0.0,7.668708271323912e-09
27050,0.0,0.12636147650582855,0.0,8.372265638384033e-09
27051,0.0,0.00025886134923424513,0.00025886134923424513,0.00802470191053629
27052,0.0,0.8309755602855676,0.0,0.0
27053,0.0,2.4634695692097264,0.0,0.015332446550045401
27056,0.0,1.6828900509789524,0.0,0.0
27057,0.0,0.0069243362854871215,0.0069243362854871215,0.21465442485010117
27059,0.0,0.04292378392638299,0.004071276201333691,0.15064544441385092
27060,0.25500668589428194,1.1160290233465238,4.494511436227037e-10,1.523652330572244
27061,0.2064871583701501,0.8814056872826079,0.0,0.0637233299466799
27062,0.13646842122408162,0.6839117768667766,0.0,0.0
27063,0.0,0.12201080415887969,0.007025680247547273,0.21779608767396588
27064,0.0,0.32336342845924193,0.0,0.0
27065,0.0,0.1821161596554909,0.0,2.210160397372013e-09
27066,0.0,0.8747013731572788,1.4196312181018107e-10,0.7083997176788643
27067,0.0,0.21916927068569586,0.0,0.1693845401295096
27068,0.0,0.3984741326121487,0.0017140346381396088,0.38445020714206746
27069,0.0,0.09966123572187081,0.0,0.0
27070,1.43001522280267e-09,1.9126453604985723e-08,1.43001522280267e-09,2.8600304456053414e-09
27072,9.316699096110352e-10,1.2461085041047603e-08,9.316699096110352e-10,1.8633398192220713e-09
27073,0.0,0.0,0.0,0.0
27075,0.0,0.0,0.0,0.0
27078,0.0,0.0008940983819024217,0.0,0.0
27079,0.0,2.3966328160175827,0.0,0.0
27080,0.0,0.35105744937833905,0.09833436552420331,0.3100207329424171
27081,0.3023147562369085,1.2499552421333717,0.0,0.04144539037403071
27082,0.12834287644749848,1.5773603006838663,0.0,0.01251188990373885
27083,2.5383958078320052e-08,1.8353553962280398,3.5292327113179983e-09,0.9503818796418986
27084,0.0,3.4429627896717245,0.036657102946290154,0.0
27085,0.0,3.969581223542952,0.17732455056630536,0.0
27086,0.0,0.4581954477600401,0.0,0.0600912062636118
27087,0.0,0.17771151454723907,0.0,0.06350237324392442
27088,0.0,0.8962499492053425,7.863445058874201e-09,0.3494504879937331
27089,0.0,0.40227247119944093,0.014481808963179871,0.05631814596792174
28001,0.0,0.9574111790035268,0.0,0.21438420210209447
28002,0.0,1.3586046847974345,0.0,0.0
28003,0.0,3.1444127504782733,0.0,0.0
28004,0.0,3.5757690271356517,0.0,0.0
28005,6.265071089296286e-10,1.4019492367501742,0.0,0.0
28006,0.0,0.20530400079874792,0.0,1.2419663891586306
28007,0.0,1.0023194821864558,0.06775610698010191,0.0
28008,0.0,1.4910520541600727,0.06796183950143915,0.0
28009,0.0,2.762388653340506,0.0,0.0
28010,6.7044310178472035e-09,3.4621056398457117,0.3682772184587393,9.684178136890407e-09
28011,0.0,1.3644914220846287,0.1659059049184784,0.0
28012,0.32639319307348696,1.4506364864657524,0.326393196685989,0.4714568344394813
28013,0.0,0.17391237963405898,0.0,0.0
28014,0.0,0.06653182214876817,0.0,0.09356037489670525
28016,0.0,0.8395423854166428,0.0,0.3341840681636278
28017,0.0,0.0,0.0,0.0
28018,0.0,0.07671379224398625,0.0,0.0379072570567609
28019,0.0062854146238547435,0.050283318100171955,0.0,0.0
28020,0.12001190589715355,0.6249291750376325,0.0,6.707121641849788e-09
28021,0.031172355161294792,0.3155974795716618,0.0,0.0662186382813033
28022,8.972266409860986e-10,0.6881943082925355,0.0,0.4169304329239631
28023,0.0,0.5516476087327586,0.0,2.0321491610872924e-08
28024,7.763556816399713e-11,0.3898986805298492,7.763556816399713e-11,0.09456668775601884
28025,0.1382794190465954,1.3126523963134875,0.13612940488434425,0.13715735888936176
28026,0.09351306633181766,0.09351315457835542,0.0,1.2377917322786955e-08
28027,1.9237903689665954e-10,0.41250713617606033,1.9237903689665954e-10,0.41250707764069894
28028,0.012962816316765236,0.17337773171710716,0.012962816316765236,0.0259256570901185
28029,0.006211512717947062,0.21246874599002435,0.006211512717947062,0.030907279838543765
28030,0.00619100063195864,0.20292901337581737,0.00619100063195864,0.029542626967255924
28031,0.0,0.5116940979360893,0.0,0.061228126115908596
28032,0.024078711689514296,0.5576395778133789,0.024078711689514296,0.08181268180276074
28033,0.006178116436667949,0.08263231321708617,0.006178116436667949,0.012356233712857661
28034,0.0,0.11744797070025971,0.0,0.016778281528608528
28035,0.0,0.30009523173732283,0.0,0.5142373469984356
28036,0.0,0.4272355587043557,0.0,0.09684005997298728
28037,0.06220520075383499,0.23373960627366686,0.0,0.035462987553173383
28038,4.7946000040803646e-08,0.15138457058560403,5.884720326939682e-09,1.1010375552981642
28039,0.0,0.3241258562323906,0.0,0.0
28040,0.7339671125699735,1.179812621427156,0.09008449470174724,1.2043699322787078
28041,2.4689466059924916,3.8488966558080753,0.30302966391457115,2.5178386812006903
28042,1.1690804834154251,2.243138799009605,0.1396210664528253,1.588416609668739
28043,3.34634122306972e-08,0.43133488315862206,4.107179368355189e-09,0.05917336086894001
28044,0.1767810557333345,0.3955110868857798,0.021697473641314694,0.2597963534657118
28045,0.0,0.03834615520477779,0.0,0.10458041947201428
28046,0.0,0.44905695230135995,0.0,0.07432514843564689
28047,0.0,0.5947252984127549,0.0,0.0849607412743104
28048,0.0,2.2270527580397106,0.0,0.0
