ElectDist,cvap
32062,651.4861310418597
32063,1088.8238268345594
32064,1048.2480251139455
32065,473.2751249746593
32066,1174.7272542932656
32067,622.1782259008769
32068,893.1329351992124
32069,378.30927741144023
32070,1601.7401279949368
32071,960.5301345811379
32072,1268.272861960335
32073,1439.7271264241474
32074,474.27514968812835
32076,35.09190927958116
32077,959.5966899700743
32078,1073.2485663010646
32079,1644.9638749696314
32080,338.7572175185717
32081,765.1069172710139
32082,1251.5900962211322
32083,1171.2662498262569
32084,829.7161047947911
33001,1261.4990454912186
33002,1277.4907729590195
33003,1053.213844159473
33004,974.4514591097832
33005,1052.0946744757587
33006,1498.8760180175304
33007,1289.970463745296
33008,1595.764566641883
33009,1219.7143174640369
33010,1320.837625771761
33011,1192.3771831989288
33012,745.9986604954704
33013,1269.8973669520499
33014,1264.0205446378386
33015,1163.8675189935602
33016,122.53123563851662
33017,1188.131219509989
33018,1346.5877307342832
33019,1279.4733767637179
33020,1313.4928234741092
33021,1429.6423239468188
33022,1270.9152086377144
33023,1544.1928177773952
33024,1170.7732878176794
33025,1170.5801176280634
33026,1100.411469578743
33027,1316.7679783739359
33028,1308.6624366591727
33029,996.1869342327118
33031,1157.074911598873
33032,1324.1011032842307
33033,1598.0457732344125
33034,1132.4968844652176
33035,1289.7469939291477
33036,1140.2780320420861
33037,1081.5986409218413
33038,1269.2422983742017
33039,1372.8198979670512
33040,926.3527498663512
33041,1715.9670610889652
33042,1341.1811263665456
33043,1371.1345743767274
33044,1375.4022751234083
33045,1503.746146450426
33046,1078.549135055393
33047,1115.2318873891118
33048,1391.47094559895
33049,1243.9995397928983
33050,1833.0018051687257
33052,1423.117969572178
33053,1228.0375860109925
33055,1280.9908379424844
33056,1166.0695346593857
33057,1001.3726781515343
33058,997.4740950151887
33059,1417.936040739707
33060,1392.5978930592537
33061,1110.3175411447883
33062,1067.3498019675123
33063,1320.2564796423428
33064,1074.8551539436394
33065,1306.1010146737099
33066,1398.588039726019
33067,1040.3890012136303
33068,1233.3771628290415
33071,1215.4561294987798
33072,979.8309010428057
33073,1124.9905848950148
33074,1316.1313497004394
33075,1152.789651453495
33076,1011.4032116681337
33077,1319.5116818249226
33078,1299.9294268934223
33079,911.163987830312
34001,639.681622922432
34002,2054.7722937464714
34003,1280.7598150468918
34004,1092.15866609681
34005,1253.706934906636
34006,1119.199673055089
34007,1649.439363828912
34008,1360.7991400722804
34009,698.1617487595809
34010,536.5520021797909
34011,1121.7659599936317
34012,1149.9452439954284
34013,948.7953569280907
34014,759.5573938761536
34015,1356.8463737368584
34016,769.0141971260309
34017,888.1153459834643
34018,1014.9778435362721
34019,650.2539229094982
34020,1133.7413627505302
34021,1093.466922780367
34022,1598.2553147369601
34023,1226.4135122196967
34024,1221.8582664951682
34025,1565.0247924574342
34026,1089.2422939632156
34027,1201.766546513416
34028,329.37498658150434
34029,899.5010923743248
34030,274.9499709717797
34031,261.7172204852104
34032,187.82973664999008
34033,497.4795320034027
34034,332.74822533130646
34035,914.1617362648249
34036,1198.6311494185727
34037,1228.026117784461
34038,604.677383467555
